row_off,col_off,split,block
17894,9469,val,3_1
19303,9725,val,3_1
13188,13912,test,2_2
12676,13145,test,2_2
12804,15321,test,2_3
20878,13013,train,4_2
19686,9341,test,4_1
12547,13273,test,2_2
20366,15572,val,4_3
18407,9597,val,3_1
12932,15705,test,2_3
14084,15321,test,2_3
11780,13400,test,2_2
18663,8829,val,3_1
17255,8830,val,3_1
19470,12500,train,3_2
12548,15320,test,2_3
12931,13400,test,2_2
11651,14296,test,2_2
12420,15577,test,2_3
19598,12628,train,3_2
11651,15320,test,2_3
18023,9597,val,3_1
11907,15576,test,2_3
13315,14808,test,2_3
13315,14041,test,2_2
12547,15449,test,2_3
17254,9342,val,3_1
19983,12501,train,4_2
19814,9725,test,4_1
21263,12884,train,4_2
17894,9341,val,3_1
17767,9469,val,3_1
13060,15065,test,2_3
19471,12629,train,3_2
18406,8318,val,3_1
19087,12117,train,3_2
11524,15449,test,2_3
21263,12756,train,4_2
12164,14297,test,2_2
12547,15064,test,2_3
21262,12500,train,4_2
13059,14425,test,2_2
12931,13528,test,2_2
14084,13529,test,2_2
21390,12756,train,4_2
20238,12116,train,4_2
14211,15449,test,2_3
13315,15320,test,2_3
19174,9597,val,3_1
21518,15317,val,4_3
11779,15321,test,2_3
12164,14424,test,2_2
17895,8445,val,3_1
18703,12885,train,3_2
17382,8062,val,3_1
20367,14804,val,4_3
18151,8957,val,3_1
19687,8446,test,4_1
13955,15449,test,2_3
11523,15576,test,2_3
13188,13784,test,2_2
21006,12628,train,4_2
19342,12244,train,3_2
18919,8830,val,3_1
11524,13528,test,2_2
13060,14809,test,2_3
12292,13273,test,2_2
20878,12501,train,4_2
21519,12885,train,4_2
21390,12885,train,4_2
20879,12245,train,4_2
19686,9470,test,4_1
21262,14804,val,4_3
21135,15316,val,4_3
20367,13012,train,4_2
20367,15444,val,4_3
11524,14424,test,2_2
13059,14169,test,2_2
20239,12244,train,4_2
13059,15193,test,2_3
20111,12501,train,4_2
21134,12885,train,4_2
18663,9598,val,3_1
18406,8446,val,3_1
21263,15444,val,4_3
17254,9470,val,3_1
12804,13913,test,2_2
12164,15321,test,2_3
19430,8317,val,3_1
11780,14681,test,2_2
11779,14041,test,2_2
17127,8190,val,3_1
17511,9086,val,3_1
18318,12245,train,3_2
18023,9726,val,3_1
18959,12757,train,3_2
19687,9726,test,4_1
20623,14932,val,4_3
12547,13400,test,2_2
20622,12501,train,4_2
19046,8830,val,3_1
13955,14424,test,2_2
20878,15444,val,4_3
19046,8701,val,3_1
17511,8190,val,3_1
13188,14552,test,2_2
18406,8958,val,3_1
13955,14552,test,2_2
17510,9598,val,3_1
13444,13401,test,2_2
18703,12116,train,3_2
12291,15320,test,2_3
18958,12628,train,3_2
21006,12757,train,4_2
12420,13529,test,2_2
18190,13012,train,3_2
20878,12628,train,4_2
12548,14681,test,2_2
12036,13145,test,2_2
20751,12501,train,4_2
12676,14936,test,2_3
18830,13013,train,3_2
21134,12372,train,4_2
20622,12757,train,4_2
17895,8958,val,3_1
11652,14936,test,2_3
18535,8189,val,3_1
18574,12501,train,3_2
13443,15064,test,2_3
13827,14808,test,2_3
17766,8958,val,3_1
18022,8830,val,3_1
13188,14680,test,2_2
19302,9470,val,3_1
13444,13529,test,2_2
18446,12757,train,3_2
18534,9470,val,3_1
11651,13529,test,2_2
21390,14932,val,4_3
12164,14552,test,2_2
13315,13657,test,2_2
13828,15193,test,2_3
13699,14169,test,2_2
11779,15705,test,2_3
11780,13657,test,2_2
21391,12629,train,4_2
19046,8446,val,3_1
17382,9086,val,3_1
13827,15576,test,2_3
21135,12629,train,4_2
13699,14425,test,2_2
13955,14169,test,2_2
19047,9469,val,3_1
21134,15061,val,4_3
20110,12885,train,4_2
12035,15448,test,2_3
20494,15060,val,4_3
19087,12501,train,3_2
17126,9598,val,3_1
19854,12501,train,4_2
18662,9342,val,3_1
18022,9086,val,3_1
18702,12629,train,3_2
12420,13272,test,2_2
19175,9342,val,3_1
18406,9214,val,3_1
21134,15572,val,4_3
21263,15061,val,4_3
11652,15065,test,2_3
13316,14936,test,2_3
19302,9341,val,3_1
11780,14808,test,2_3
18919,9214,val,3_1
17766,9085,val,3_1
12036,15576,test,2_3
11652,15193,test,2_3
21262,15316,val,4_3
13828,13656,test,2_2
13700,13144,test,2_2
13700,13400,test,2_2
13700,15448,test,2_3
11908,13785,test,2_2
12931,14552,test,2_2
11524,15832,test,2_3
12164,14681,test,2_2
19854,12884,train,4_2
19431,9469,val,3_1
19047,9598,val,3_1
20239,12372,train,4_2
12035,14168,test,2_2
18279,8701,val,3_1
20366,15188,val,4_3
12803,13272,test,2_2
12291,15448,test,2_3
12164,13400,test,2_2
12548,14552,test,2_2
19687,8574,test,4_1
11651,14040,test,2_2
20751,15444,val,4_3
18150,8317,val,3_1
18535,8062,val,3_1
11524,14553,test,2_2
12932,15321,test,2_3
19471,12245,train,3_2
13700,14937,test,2_3
12035,13657,test,2_2
20366,12628,train,4_2
21391,12501,train,4_2
17638,9213,val,3_1
12036,14809,test,2_3
18702,12244,train,3_2
12803,15577,test,2_3
13444,14937,test,2_3
13443,13145,test,2_2
18022,8957,val,3_1
18919,9086,val,3_1
13187,15577,test,2_3
12420,13657,test,2_2
19599,12885,train,3_2
11907,14808,test,2_3
14083,14425,test,2_2
13444,14681,test,2_2
19175,9213,val,3_1
13443,15704,test,2_3
17255,8317,val,3_1
18958,12244,train,3_2
12804,14552,test,2_2
13827,13273,test,2_2
12804,13657,test,2_2
19686,9085,test,4_1
19303,8189,val,3_1
19982,12757,train,4_2
12932,15193,test,2_3
12804,14041,test,2_2
18918,9470,val,3_1
21006,12245,train,4_2
17767,8061,val,3_1
11523,15705,test,2_3
21007,15444,val,4_3
13315,13400,test,2_2
13828,13913,test,2_2
13188,14168,test,2_2
11523,13272,test,2_2
19175,9470,val,3_1
13700,13272,test,2_2
13059,15705,test,2_3
11907,13656,test,2_2
13060,13401,test,2_2
18791,9470,val,3_1
13955,14040,test,2_2
17126,8702,val,3_1
18790,8573,val,3_1
19726,12756,train,4_2
13188,14296,test,2_2
11779,13912,test,2_2
18574,13012,train,3_2
20622,12116,train,4_2
19086,12885,train,3_2
19214,12117,train,3_2
19430,8701,val,3_1
13316,15192,test,2_3
13188,13528,test,2_2
12675,14681,test,2_2
13315,15448,test,2_3
19855,15189,val,4_3
18063,12629,train,3_2
20494,12500,train,4_2
11780,13784,test,2_2
21518,14805,val,4_3
13572,15193,test,2_3
20238,12500,train,4_2
11908,14424,test,2_2
19175,9085,val,3_1
19687,9598,test,4_1
19430,8829,val,3_1
19303,8701,val,3_1
19559,9342,val,3_1
11908,15705,test,2_3
18535,9085,val,3_1
17511,9214,val,3_1
21390,12372,train,4_2
27669,8202,train,neg
28181,7946,train,neg
27797,7946,train,neg
27669,7946,train,neg
27925,8202,train,neg
28181,7818,train,neg
28053,7818,train,neg
28053,8330,train,neg
27925,8074,train,neg
27797,8202,train,neg
21355,18709,train,neg
27925,8330,train,neg
27925,7818,train,neg
28181,8074,train,neg
27669,8330,train,neg
17306,2866,train,neg
28181,8330,train,neg
27669,8074,train,neg
28181,8202,train,neg
27669,7818,train,neg
28053,7946,train,neg
27797,7818,train,neg
27797,8330,train,neg
23738,4893,train,neg
28053,8074,train,neg
27797,8074,train,neg
20818,10682,train,neg
27925,7946,train,neg
18711,5314,train,neg
28053,8202,train,neg
