row_off,col_off,split,block
120054,54267,test,4_1
70993,94674,test,2_3
87378,92626,test,2_3
74065,92626,test,2_3
111431,93415,val,3_3
128327,78568,train,4_2
68434,95187,test,2_3
127815,77543,train,4_2
85841,80850,test,2_2
120135,90344,val,4_3
110407,77032,train,3_2
114935,49659,val,3_1
114422,48634,val,3_1
122102,58875,test,4_1
69970,78802,test,2_2
127303,78568,train,4_2
76625,81362,test,2_2
110838,57850,val,3_1
68945,81875,test,2_2
83281,78290,test,2_2
119624,93927,val,3_3
114422,58875,val,3_1
72018,79315,test,2_2
72530,92114,test,2_3
116551,71912,train,3_2
116471,49146,val,3_1
120647,74472,train,4_2
71505,77267,test,2_2
71505,88531,test,2_2
75090,96210,test,2_3
108872,90856,val,3_3
113991,78055,train,3_2
72530,96210,test,2_3
81745,79827,test,2_2
75090,86995,test,2_2
124743,95463,val,4_3
111431,91367,val,3_3
85841,95187,test,2_3
112967,90344,val,3_3
73041,78290,test,2_2
121079,52731,test,4_1
113399,54267,val,3_1
112375,54267,val,3_1
118518,57850,val,3_1
126792,76520,train,4_2
120135,93415,val,4_3
83281,85458,test,2_2
86353,84435,test,2_2
106231,51706,val,3_1
104183,52731,val,3_1
128327,74984,train,4_2
121160,72935,train,4_2
121591,49146,test,4_1
77650,83923,test,2_2
79698,82387,test,2_2
74065,83410,test,2_2
72018,88531,test,2_2
112967,90856,val,3_3
84305,78802,test,2_2
130888,94440,val,4_3
79186,77267,test,2_2
82257,94674,test,2_3
121079,59898,test,4_1
127303,71912,train,4_2
83281,90579,test,2_3
68945,92626,test,2_3
78674,84946,test,2_2
124231,79592,train,4_2
118599,77543,train,3_2
122183,74472,train,4_2
84305,92114,test,2_3
71505,87506,test,2_2
108359,76007,train,3_2
71505,83923,test,2_2
111944,74472,train,3_2
84817,78802,test,2_2
86865,77779,test,2_2
105207,52731,val,3_1
112455,72935,train,3_2
68945,85971,test,2_2
83281,86483,test,2_2
115446,50171,val,3_1
73041,82898,test,2_2
107254,47611,val,3_1
110920,76007,train,3_2
81233,85971,test,2_2
112455,94952,val,3_3
114504,90856,val,3_3
113399,57339,val,3_1
119543,57850,val,3_1
85329,81875,test,2_2
76625,93139,test,2_3
125768,75495,train,4_2
115527,73447,train,3_2
80721,81362,test,2_2
129864,94440,val,4_3
111431,77032,train,3_2
112375,50171,val,3_1
129864,75495,train,4_2
73553,95699,test,2_3
118599,90856,val,3_3
112886,48123,val,3_1
103670,50171,val,3_1
117495,57339,val,3_1
70993,85971,test,2_2
76625,87506,test,2_2
81233,81875,test,2_2
110920,77543,train,3_2
86865,91091,test,2_3
113480,79592,train,3_2
127815,95463,val,4_3
112455,74472,train,3_2
79698,87506,test,2_2
121079,49659,test,4_1
117495,59898,val,3_1
119543,47098,val,3_1
106680,18598,train,neg
144552,29114,train,neg
126079,65428,train,neg
173745,50495,train,neg
127103,65428,train,neg
129414,113173,train,neg
105656,15526,train,neg
167601,47423,train,neg
170673,50495,train,neg
106680,17574,train,neg
168113,49983,train,neg
169649,48447,train,neg
128390,112661,train,neg
169137,47935,train,neg
169649,49983,train,neg
172209,51519,train,neg
125567,64916,train,neg
126591,65428,train,neg
168113,48959,train,neg
168625,50495,train,neg
171697,51007,train,neg
170673,46911,train,neg
167601,49471,train,neg
113911,32077,train,neg
126079,63892,train,neg
171697,48959,train,neg
169649,50495,train,neg
105144,17574,train,neg
168625,48959,train,neg
129926,113173,train,neg
129414,114197,train,neg
145064,28602,train,neg
107192,17574,train,neg
168113,46911,train,neg
106168,17574,train,neg
170673,49471,train,neg
171697,49983,train,neg
173233,52543,train,neg
144040,30138,train,neg
172209,48959,train,neg
169649,48959,train,neg
145576,30138,train,neg
171697,53055,train,neg
113911,31565,train,neg
168113,48447,train,neg
170161,51007,train,neg
114423,31565,train,neg
127878,114197,train,neg
126079,64916,train,neg
168113,49471,train,neg
106680,16038,train,neg
125567,64404,train,neg
113399,31053,train,neg
128902,113173,train,neg
128390,113685,train,neg
127615,63892,train,neg
113911,31053,train,neg
125567,63380,train,neg
145576,29626,train,neg
145064,29626,train,neg
114935,32077,train,neg
170161,52543,train,neg
172209,53055,train,neg
171697,48447,train,neg
125567,63892,train,neg
169649,52031,train,neg
127878,113173,train,neg
128902,114197,train,neg
127878,112661,train,neg
173233,50495,train,neg
170161,47423,train,neg
105144,18598,train,neg
171185,49471,train,neg
169137,49471,train,neg
170673,47423,train,neg
106168,16550,train,neg
127103,64916,train,neg
106168,17062,train,neg
172209,50495,train,neg
129414,113685,train,neg
172209,52543,train,neg
105656,17062,train,neg
172721,52543,train,neg
126591,63892,train,neg
171185,48447,train,neg
170161,50495,train,neg
128390,113173,train,neg
129926,112661,train,neg
107192,16038,train,neg
128902,112149,train,neg
114935,30541,train,neg
168113,50495,train,neg
171697,47423,train,neg
113399,30541,train,neg
127615,65428,train,neg
170673,53055,train,neg
171185,50495,train,neg
106168,16038,train,neg
105656,16550,train,neg
106168,15526,train,neg
171185,49983,train,neg
168625,47935,train,neg
167601,47935,train,neg
127615,63380,train,neg
126591,64916,train,neg
129926,112149,train,neg
145576,28602,train,neg
172209,52031,train,neg
107192,15526,train,neg
105144,16038,train,neg
127103,63380,train,neg
173233,51519,train,neg
169137,48447,train,neg
127615,64916,train,neg
169137,48959,train,neg
167601,51007,train,neg
170673,52031,train,neg
170673,48959,train,neg
107192,18598,train,neg
170161,46911,train,neg
170673,49983,train,neg
170161,48447,train,neg
168625,49983,train,neg
114935,31565,train,neg
170161,53055,train,neg
170673,48447,train,neg
171697,51519,train,neg
126079,63380,train,neg
169649,46911,train,neg
169649,52543,train,neg
106168,18598,train,neg
171185,48959,train,neg
170673,47935,train,neg
173745,51519,train,neg
114423,30541,train,neg
145576,29114,train,neg
144552,29626,train,neg
172209,49983,train,neg
170161,47935,train,neg
173745,52543,train,neg
168113,47423,train,neg
106680,15526,train,neg
106680,18086,train,neg
170673,51007,train,neg
127878,113685,train,neg
127615,64404,train,neg
126591,64404,train,neg
107192,17062,train,neg
172721,49471,train,neg
167601,49983,train,neg
105656,18598,train,neg
107192,16550,train,neg
144552,28602,train,neg
170673,52543,train,neg
171185,51519,train,neg
106168,18086,train,neg
114935,31053,train,neg
172209,51007,train,neg
168625,49471,train,neg
173233,53055,train,neg
129414,112149,train,neg
173233,48959,train,neg
171185,52031,train,neg
129414,112661,train,neg
171697,52543,train,neg
168625,51007,train,neg
169137,51007,train,neg
105656,18086,train,neg
172721,53055,train,neg
169649,47935,train,neg
169649,49471,train,neg
169649,51519,train,neg
173745,49471,train,neg
105656,16038,train,neg
172721,51519,train,neg
128390,114197,train,neg
173745,53055,train,neg
169137,47423,train,neg
168625,46911,train,neg
168113,51007,train,neg
173233,49983,train,neg
114423,31053,train,neg
171185,53055,train,neg
125567,65428,train,neg
170161,48959,train,neg
167601,48959,train,neg
106680,16550,train,neg
171185,47935,train,neg
170161,52031,train,neg
144040,29114,train,neg
171185,46911,train,neg
172721,50495,train,neg
172721,48959,train,neg
168625,47423,train,neg
171697,49471,train,neg
171185,52543,train,neg
113911,30541,train,neg
168113,47935,train,neg
173233,51007,train,neg
105144,17062,train,neg
170161,49471,train,neg
144040,29626,train,neg
172721,49983,train,neg
169649,51007,train,neg
169137,49983,train,neg
113399,31565,train,neg
170673,51519,train,neg
173745,48959,train,neg
170161,51519,train,neg
105144,16550,train,neg
169649,47423,train,neg
168625,48447,train,neg
172721,52031,train,neg
172721,51007,train,neg
171185,51007,train,neg
105144,15526,train,neg
127878,112149,train,neg
126079,64404,train,neg
170161,49983,train,neg
171697,52031,train,neg
144552,30138,train,neg
173233,49471,train,neg
126591,63380,train,neg
127103,63892,train,neg
105144,18086,train,neg
167601,50495,train,neg
127103,64404,train,neg
129926,114197,train,neg
171697,50495,train,neg
129926,113685,train,neg
106680,17062,train,neg
145064,30138,train,neg
128902,113685,train,neg
173745,49983,train,neg
169137,46911,train,neg
128390,112149,train,neg
167601,48447,train,neg
171697,46911,train,neg
144040,28602,train,neg
113399,32077,train,neg
107192,18086,train,neg
173233,52031,train,neg
173745,52031,train,neg
128902,112661,train,neg
171185,47423,train,neg
171697,47935,train,neg
172209,49471,train,neg
145064,29114,train,neg
105656,17574,train,neg
173745,51007,train,neg
169137,50495,train,neg
114423,32077,train,neg
