job,year,tag,step,state,exit,minutes,detail,ts,host,session
hard_year_pilot_hy_e3_2006s,2006s,hy_e3_2006s,postproc,OK,0,2.9,"RECOVERED-FROM-LOGS(ts=completed-minutes): train_queue_nohup_queue_hard_year_pilot_only2006s_20260901T175906Z.log outcome verbatim: ""[hard_year_pilot_hy_e3_2006s/postproc] exit=0  elapsed 2.9 min""; ts=engine-completed-minus-minutes@phase4_semantic_finetune_postproc_2006s_2026-09-01T19-06.log",2026-09-01 19:03:56,,
hard_year_pilot_hy_e3_2006s,2006s,hy_e3_2006s,VERIFY,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_hard_year_pilot_only2006s_20260901T175906Z.log verdict verbatim: ""33MB valid=100.0% maxprob=0.937 p99.9=0.874 [2369x1687 sample]""; ts=engine-completed@phase4_semantic_finetune_postproc_2006s_2026-09-01T19-06.log",2026-09-01 19:06:50,,
hard_year_pilot_hy_e3_2006s,2006s,hy_e3_2006s,VERIFY:postproc,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_hard_year_pilot_only2006s_20260901T175906Z.log verdict verbatim: ""mask 3MB, gpkg 22.6MB""; ts=engine-completed@phase4_semantic_finetune_postproc_2006s_2026-09-01T19-06.log",2026-09-01 19:06:50,,
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,labels,OK,0,5.9,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_hard_year_pilot_20260901T194701Z.log outcome verbatim: ""[hard_year_pilot_hy_e3_2011s/labels] exit=0  elapsed 5.9 min""; ts=run_id-stamp@phase4_semantic_finetune_labels_2011s_2026-09-01T19-57.log",2026-09-01 19:52:06,,
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY:labels,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_hard_year_pilot_20260901T194701Z.log verdict verbatim: ""citywide: labels step is skipped by design""; ts=engine-completed@phase4_semantic_finetune_labels_2011s_2026-09-01T19-57.log",2026-09-01 19:57:54,,
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,tile,OK,0,27.9,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_hard_year_pilot_20260901T194701Z.log outcome verbatim: ""[hard_year_pilot_hy_e3_2011s/tile] exit=0  elapsed 27.9 min""; ts=run_id-stamp@phase4_semantic_finetune_tile_2011s_2026-09-01T20-25.log",2026-09-01 19:57:58,,
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY:tile,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_hard_year_pilot_20260901T194701Z.log verdict verbatim: ""589 tiles indexed; probed 20 paths, 0 missing""; ts=engine-completed@phase4_semantic_finetune_tile_2011s_2026-09-01T20-25.log",2026-09-01 20:25:05,,
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,train,OK,0,42.1,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_hard_year_pilot_20260901T194701Z.log outcome verbatim: ""[hard_year_pilot_hy_e3_2011s/train] exit=0  elapsed 42.1 min""; ts=run_id-stamp@phase4_semantic_finetune_train_2011s_2026-09-01T21-07.log",2026-09-01 20:25:56,,
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY:train,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_hard_year_pilot_20260901T194701Z.log verdict verbatim: ""1113MB, BE19, run_id ok, drive md5 ok (1s)""; ts=engine-completed@phase4_semantic_finetune_train_2011s_2026-09-01T21-07.log",2026-09-01 21:07:00,,
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,evaluate,FAIL,1,5.9,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_hard_year_pilot_20260901T194701Z.log outcome verbatim: ""[hard_year_pilot_hy_e3_2011s/evaluate] exit=1  elapsed 5.9 min""; ts=run_id-stamp@phase4_semantic_finetune_evaluate_2011s_2026-09-01T21-15.log",2026-09-01 21:09:32,,
(launch),,,GUARD:runtag,GUARD_UNVERIFIED,,,"no live beacons in /content/drive/MyDrive/treedata/phase4/logs (45 heartbeat file(s), all stale or unreadable)",2026-09-01 21:18:46,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,labels,OK,0,5.4,,2026-09-01 21:21:39,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY:labels,OK,,,citywide: labels step is skipped by design,2026-09-01 21:27:53,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,tile,OK,0,8.0,,2026-09-01 21:27:54,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY:tile,OK,,,"589 tiles indexed; probed 20 paths, 0 missing",2026-09-01 21:35:56,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,train,OK,0,42.1,,2026-09-01 21:35:56,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY:train,OK,,,"1113MB, BE16, run_id ok, drive md5 ok (1s)",2026-09-01 22:20:05,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,evaluate,OK,0,7.9,,2026-09-01 22:20:51,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY:evaluate,OK,,,"2 rows for 2011s/hy_e3_2011s, written 22:28:39",2026-09-01 22:28:47,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,inference,OK,0,4.0,,2026-09-01 22:28:47,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY:inference,OK,,,334MB valid=79.9% maxprob=0.913 p99.9=0.854 [2369x1687 sample],2026-09-01 22:32:49,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,postproc,OK,0,2.2,,2026-09-01 22:32:49,38761790de03,hardyear4
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_hard_year_pilot_20260901T211844Z.log verdict verbatim: ""334MB valid=79.9% maxprob=0.913 p99.9=0.854 [2369x1687 sample]""; ts=engine-completed@phase4_semantic_finetune_postproc_2011s_2026-09-01T22-35.log",2026-09-01 22:35:00,,
hard_year_pilot_hy_e3_2011s,2011s,hy_e3_2011s,VERIFY:postproc,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_hard_year_pilot_20260901T211844Z.log verdict verbatim: ""mask 19MB, gpkg 67.5MB""; ts=engine-completed@phase4_semantic_finetune_postproc_2011s_2026-09-01T22-35.log",2026-09-01 22:35:00,,
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,labels,OK,0,7.9,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_base/labels] exit=0  elapsed 7.9 min""; ts=run_id-stamp@phase4_semantic_finetune_labels_2006s_2026-09-02T05-24.log",2026-09-02 05:17:01,,
tier1_science_sample_t1_2016_base,2016,t1_2016_base,labels,OK,0,6.9,,2026-09-02 05:20:58,beaacebe7666,t1stageC
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY:labels,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""citywide: labels step is skipped by design""; ts=engine-completed@phase4_semantic_finetune_labels_2006s_2026-09-02T05-24.log",2026-09-02 05:24:45,,
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,tile,OK,0,11.2,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_base/tile] exit=0  elapsed 11.2 min""; ts=run_id-stamp@phase4_semantic_finetune_tile_2006s_2026-09-02T05-35.log",2026-09-02 05:24:49,,
tier1_science_sample_t1_2016_base,2016,t1_2016_base,VERIFY:labels,OK,,,citywide: labels step is skipped by design,2026-09-02 05:27:54,beaacebe7666,t1stageC
tier1_science_sample_t1_2016_base,2016,t1_2016_base,tile,OK,0,16.2,,2026-09-02 05:27:54,beaacebe7666,t1stageC
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY,MISSING,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""no raster at edmonds_canopy_prob_2006s_t1_2006s_base.tif""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T05-35.log",2026-09-02 05:35:57,,
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY:tile,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""49 tiles indexed; probed 20 paths, 0 missing""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T05-35.log",2026-09-02 05:35:57,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,labels,OK,0,6.3,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_add05/labels] exit=0  elapsed 6.3 min""; ts=run_id-stamp@phase4_semantic_finetune_labels_2006s_2026-09-02T05-42.log",2026-09-02 05:36:42,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY:labels,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""citywide: labels step is skipped by design""; ts=engine-completed@phase4_semantic_finetune_labels_2006s_2026-09-02T05-42.log",2026-09-02 05:42:56,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,tile,OK,0,11.8,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_add05/tile] exit=0  elapsed 11.8 min""; ts=run_id-stamp@phase4_semantic_finetune_tile_2006s_2026-09-02T05-54.log",2026-09-02 05:43:01,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY,MISSING,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""no raster at edmonds_canopy_prob_2006s_t1_2006s_add05.tif""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T05-54.log",2026-09-02 05:54:00,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY:tile,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""49 tiles indexed; probed 20 paths, 0 missing""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T05-54.log",2026-09-02 05:54:00,,
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,labels,OK,0,8.7,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_add16/labels] exit=0  elapsed 8.7 min""; ts=run_id-stamp@phase4_semantic_finetune_labels_2006s_2026-09-02T06-03.log",2026-09-02 05:54:53,,
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,VERIFY:labels,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""citywide: labels step is skipped by design""; ts=engine-completed@phase4_semantic_finetune_labels_2006s_2026-09-02T06-03.log",2026-09-02 06:03:33,,
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,tile,OK,0,7.3,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_add16/tile] exit=0  elapsed 7.3 min""; ts=run_id-stamp@phase4_semantic_finetune_tile_2006s_2026-09-02T06-10.log",2026-09-02 06:03:38,,
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,VERIFY,MISSING,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""no raster at edmonds_canopy_prob_2006s_t1_2006s_add16.tif""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T06-10.log",2026-09-02 06:10:54,,
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,VERIFY:tile,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""49 tiles indexed; probed 20 paths, 0 missing""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T06-10.log",2026-09-02 06:10:54,,
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,labels,OK,0,9.6,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_in05/labels] exit=0  elapsed 9.6 min""; ts=run_id-stamp@phase4_semantic_finetune_labels_2006s_2026-09-02T06-20.log",2026-09-02 06:11:01,,
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,VERIFY:labels,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""citywide: labels step is skipped by design""; ts=engine-completed@phase4_semantic_finetune_labels_2006s_2026-09-02T06-20.log",2026-09-02 06:20:35,,
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,tile,OK,0,11.1,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_in05/tile] exit=0  elapsed 11.1 min""; ts=run_id-stamp@phase4_semantic_finetune_tile_2006s_2026-09-02T06-31.log",2026-09-02 06:20:39,,
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,VERIFY,MISSING,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""no raster at edmonds_canopy_prob_2006s_t1_2006s_in05.tif""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T06-31.log",2026-09-02 06:31:39,,
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,VERIFY:tile,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""49 tiles indexed; probed 20 paths, 0 missing""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T06-31.log",2026-09-02 06:31:39,,
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,labels,OK,0,9.1,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_in16/labels] exit=0  elapsed 9.1 min""; ts=run_id-stamp@phase4_semantic_finetune_labels_2006s_2026-09-02T06-40.log",2026-09-02 06:31:51,,
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,VERIFY:labels,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""citywide: labels step is skipped by design""; ts=engine-completed@phase4_semantic_finetune_labels_2006s_2026-09-02T06-40.log",2026-09-02 06:40:51,,
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,tile,OK,0,8.0,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_in16/tile] exit=0  elapsed 8.0 min""; ts=run_id-stamp@phase4_semantic_finetune_tile_2006s_2026-09-02T06-48.log",2026-09-02 06:40:58,,
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,VERIFY,MISSING,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""no raster at edmonds_canopy_prob_2006s_t1_2006s_in16.tif""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T06-48.log",2026-09-02 06:48:53,,
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,VERIFY:tile,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""49 tiles indexed; probed 20 paths, 0 missing""; ts=engine-completed@phase4_semantic_finetune_tile_2006s_2026-09-02T06-48.log",2026-09-02 06:48:53,,
tier1_science_sample_t1_2019n_base,2019n,t1_2019n_base,labels,OK,0,5.8,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2019n_base/labels] exit=0  elapsed 5.8 min""; ts=run_id-stamp@phase4_semantic_finetune_labels_2019n_2026-09-02T06-54.log",2026-09-02 06:49:01,,
tier1_science_sample_t1_2019n_base,2019n,t1_2019n_base,VERIFY:labels,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""citywide: labels step is skipped by design""; ts=engine-completed@phase4_semantic_finetune_labels_2019n_2026-09-02T06-54.log",2026-09-02 06:54:47,,
tier1_science_sample_t1_2019n_base,2019n,t1_2019n_base,tile,OK,0,15.2,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2019n_base/tile] exit=0  elapsed 15.2 min""; ts=run_id-stamp@phase4_semantic_finetune_tile_2019n_2026-09-02T07-09.log",2026-09-02 06:54:53,,
tier1_science_sample_t1_2019n_base,2019n,t1_2019n_base,VERIFY,MISSING,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""no raster at edmonds_canopy_prob_2019n_t1_2019n_base.tif""; ts=engine-completed@phase4_semantic_finetune_tile_2019n_2026-09-02T07-09.log",2026-09-02 07:09:57,,
tier1_science_sample_t1_2019n_base,2019n,t1_2019n_base,VERIFY:tile,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""235 tiles indexed; probed 20 paths, 0 missing""; ts=engine-completed@phase4_semantic_finetune_tile_2019n_2026-09-02T07-09.log",2026-09-02 07:09:57,,
tier1_science_sample_t1_2019n_nir,2019n,t1_2019n_nir,labels,OK,0,5.0,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2019n_nir/labels] exit=0  elapsed 5.0 min""; ts=run_id-stamp@phase4_semantic_finetune_labels_2019n_2026-09-02T07-15.log",2026-09-02 07:10:36,,
tier1_science_sample_t1_2019n_nir,2019n,t1_2019n_nir,VERIFY:labels,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""citywide: labels step is skipped by design""; ts=engine-completed@phase4_semantic_finetune_labels_2019n_2026-09-02T07-15.log",2026-09-02 07:15:00,,
tier1_science_sample_t1_2019n_nir,2019n,t1_2019n_nir,tile,OK,0,11.2,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log outcome verbatim: ""[tier1_science_sample_t1_2019n_nir/tile] exit=0  elapsed 11.2 min""; ts=run_id-stamp@phase4_semantic_finetune_tile_2019n_2026-09-02T07-26.log",2026-09-02 07:15:39,,
tier1_science_sample_t1_2019n_nir,2019n,t1_2019n_nir,VERIFY,MISSING,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""no raster at edmonds_canopy_prob_2019n_t1_2019n_nir.tif""; ts=engine-completed@phase4_semantic_finetune_tile_2019n_2026-09-02T07-26.log",2026-09-02 07:26:44,,
tier1_science_sample_t1_2019n_nir,2019n,t1_2019n_nir,VERIFY:tile,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T051246Z.log verdict verbatim: ""235 tiles indexed; probed 20 paths, 0 missing""; ts=engine-completed@phase4_semantic_finetune_tile_2019n_2026-09-02T07-26.log",2026-09-02 07:26:44,,
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,train,OK,0,23.2,,2026-09-02 10:42:43,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_base,2011s,t1_2011s_base,train,OK,0,26.9,,2026-09-02 10:44:58,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY:train,OK,,,"1113MB, BE25, run_id ok, drive md5 ok (237s)",2026-09-02 11:10:01,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,evaluate,OK,0,11.0,,2026-09-02 11:10:55,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_base,2011s,t1_2011s_base,VERIFY:train,OK,,,"1113MB, BE19, run_id ok, drive md5 ok (3s)",2026-09-02 11:12:03,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_base,2011s,t1_2011s_base,evaluate,OK,0,13.4,,2026-09-02 11:12:13,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 11:21:57,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY:evaluate,OK,,,"8 rows for 2006s/t1_2006s_base, written 11:19:03",2026-09-02 11:21:57,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,train,OK,0,23.0,,2026-09-02 11:21:58,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_base,2011s,t1_2011s_base,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 11:26:00,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_base,2011s,t1_2011s_base,VERIFY:evaluate,OK,,,"2 rows for 2011s/t1_2011s_base, written 11:24:51",2026-09-02 11:26:00,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_base_s2,2011s,t1_2011s_base_s2,GUARD:runtag,GUARD_UNVERIFIED,,,"no live beacons in /content/drive/MyDrive/treedata/phase4/logs (55 heartbeat file(s), all stale or unreadable)",2026-09-02 11:27:43,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_base_s2,2011s,t1_2011s_base_s2,train,OK,0,25.9,,2026-09-02 11:27:46,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY:train,OK,,,"1113MB, BE11, run_id ok, drive md5 ok (5s)",2026-09-02 11:45:22,cbfc39c6b32b,t1gpuA
