arm,citing_work_key,ref_key,title,state,doi,source,ratio,reason,seconds
before,Page_1954_continuous-inspection-schemes,b22,Sequential Analysis,unresolved,,,,"best=crossref:0.60:10.1080/07474949408836290; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Page_1954_continuous-inspection-schemes,b23,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Page_1954_continuous-inspection-schemes,b24,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Laurance_1998_rain-forest-fragmentation-dynamics,b1,Regeneration of tropical forests: physiological responses of pioneer and secondary species,unresolved,,,,"best=crossref:0.61:10.1007/978-3-540-71793-5_5; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Laurance_1998_rain-forest-fragmentation-dynamics,b5,Wind turbulence generated by vegetation and its implications,unresolved,,,,"best=crossref:0.49:10.1002/essoar.10509189.1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Laurance_1998_rain-forest-fragmentation-dynamics,b8,The role of disturbance in the regeneration of Neotropical moist forests,unresolved,,,,"best=crossref:0.39:10.1201/b16536-6; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Laurance_1998_rain-forest-fragmentation-dynamics,b11,The influence of edge effects and forest fragmentation on leaf litter invertebrates in central Amazonia,unresolved,,,,"best=crossref:0.56:10.1016/s0006-3207(99)00079-8; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Laurance_1998_rain-forest-fragmentation-dynamics,b16,Edge-related changes in environment and plant responses due to forest fragmentation in central Amazonia,unresolved,,,,"best=crossref:0.49:10.1016/j.foreco.2016.08.002; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Laurance_1998_rain-forest-fragmentation-dynamics,b24,Edge and other effects of isolation on Amazon forest fragments,unresolved,,,,"best=crossref:0.66:10.1016/j.foreco.2016.08.002; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Laurance_1998_rain-forest-fragmentation-dynamics,b25,The theory of island biogeography,unresolved,,,,"best=crossref:0.78:10.1515/9781400831920.264; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Laurance_1998_rain-forest-fragmentation-dynamics,b29,Increasing turnover through time in tropical forests,unresolved,,,,"best=crossref:1.00:10.1126/science.263.5149.954; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Laurance_1998_rain-forest-fragmentation-dynamics,b31,Preliminary results of a large-scale inventory of upland rain forest in the central Amazon,unresolved,,,,"best=crossref:0.97:10.1590/1809-43921992224534; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Laurance_1998_rain-forest-fragmentation-dynamics,b32,Silviculture in windy climates,unresolved,,,,"best=crossref:0.47:10.1080/03009480510010000; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Laurance_1998_rain-forest-fragmentation-dynamics,b33,Forest patches in tropical landscapes,unresolved,,,,"best=crossref:0.62:10.2307/jj.41003468.10; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Laurance_1998_rain-forest-fragmentation-dynamics,b34,Minimum population sizes for species conservation,unresolved,,,,"best=crossref:1.00:10.2307/1308256; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Laurance_1998_rain-forest-fragmentation-dynamics,b37,The impact of edge formation on regeneration and litterfall in a tropical rain forest fragment in Amazonia,unresolved,,,,"best=crossref:0.60:10.1007/978-94-017-2730-3_13; skipped=semanticscholar,arxiv (rate-limited)",0.004
before,Laurance_1998_rain-forest-fragmentation-dynamics,b38,Third edition,unresolved,,,,"best=crossref:0.63:10.3138/9781487599973-002; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Laurance_1998_rain-forest-fragmentation-dynamics,b39,Predicting impacts of habitat fragmentation on forest birds: a comparison of two models,unresolved,,,,"best=crossref:0.59:10.1007/bf00324229; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Laurance_1998_rain-forest-fragmentation-dynamics,b42,Ecological impact of alien plant species in Singapore,unresolved,,,,"best=crossref:0.54:10.1016/j.ecolind.2019.106020; skipped=semanticscholar,arxiv (rate-limited)",0.003
before,Laurance_1998_rain-forest-fragmentation-dynamics,b43,Dynamics and restoration of forest fragments in the Brazilian Atlantic moist forest,unresolved,,,,"best=crossref:0.86:10.2307/jj.41003468.13; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Laurance_1998_rain-forest-fragmentation-dynamics,b44,"Tropical forest disturbance, disappearance, and species loss",unresolved,,,,"best=crossref:0.34:10.7287/peerj.13270v0.2/reviews/1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Laurance_1998_rain-forest-fragmentation-dynamics,b45,Systat: the system for statistics,unresolved,,,,"best=crossref:0.39:10.2307/2986279; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Burnicki_2011_spatio-temporal-errors-land-cover,b1,Exploratory spatial analysis in GIS: generating geographical hypothesis from spatial data,unresolved,,,,"best=crossref:0.99:10.1201/9781003572800-13; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Burnicki_2011_spatio-temporal-errors-land-cover,b2,Interactive Spatial Data Analysis,unresolved,,,,"best=crossref:0.70:10.6019/tol.st-data-visualisation-w.2026.00001.1; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Burnicki_2011_spatio-temporal-errors-land-cover,b3,Sampling systems for change detection accuracy assessment,unresolved,,,,"best=crossref:0.54:10.1201/9780203497586.ch2; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b4,Frost followed the plow: impacts of deforestation on the climate of the United States,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b5,Point Pattern Analysis,unresolved,,,,"best=crossref:1.00:10.1201/b16195-5; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b7,Spatial correlation effects upon accuracy of supervised classification of land cover,unresolved,,,,"best=crossref:0.67:10.7717/peerj.6617/table-2; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b8,Evaluating the uncertainty of area estimates derived from fuzzy land-cover classification,unresolved,,,,"best=crossref:0.53:10.1201/9781420038101-7; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b10,Performance of a spatio-temporal error model for raster data sets under complex error patterns,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Burnicki_2011_spatio-temporal-errors-land-cover,b12,Modelling error in overlaid categorical maps,unresolved,,,,"best=crossref:0.99:10.1201/b12612-12; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b14,Sampling Techniques,unresolved,,,,"best=crossref:0.52:10.3403/00108535; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Burnicki_2011_spatio-temporal-errors-land-cover,b15,Using spatial autocorrelation analysis to explore the errors in maps generated from remotely sensed data,unresolved,,,,"best=crossref:0.67:10.1201/b19355-47; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b17,Assessing the Accuracy of Remotely Sensed Data: Principles and Practices,unresolved,,,,"best=crossref:0.38:10.1201/9781420055139-12; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b18,Change detection accuracy assessment on the NOAA Chesapeake Bay pilot study,unresolved,,,,"best=crossref:0.62:10.5962/bhl.title.122814; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b19,Carbon emissions from tropical deforestation and regrowth based on satellite observations for the 1980s and,unresolved,,,,"best=crossref:0.97:10.1073/pnas.182560099; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Burnicki_2011_spatio-temporal-errors-land-cover,b22,Status of land cover classification accuracy assessment. Remote Sensing of Environment,unresolved,,,,"best=crossref:0.79:10.1016/s0034-4257(01)00295-4; skipped=semanticscholar,arxiv (rate-limited)",0.003
before,Burnicki_2011_spatio-temporal-errors-land-cover,b23,"Models of Spatial Processes: An Approach to the Study of Point, Line and Area Patterns",unresolved,,,,"best=crossref:1.00:10.2307/214811; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b27,"Land Change Science: Observing, Monitoring, and Understanding Trajectories of Change on the Earth's Surface",unresolved,,,,"best=crossref:0.31:10.1007/978-1-4020-2562-4_26; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b28,Spatial Data Analysis in the Social and Environmental Sciences,unresolved,,,,"best=crossref:0.26:10.1017/cbo9780511623356.007; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b29,Spatial Data Analysis: Theory and Practice,unresolved,,,,"best=crossref:0.57:10.1017/cbo9780511754944.006; skipped=semanticscholar,arxiv (rate-limited)",0.007
before,Burnicki_2011_spatio-temporal-errors-land-cover,b35,Introductory Digital Image Processing: A Remote Sensing Perspective,unresolved,,,,"best=crossref:1.00:10.1016/0262-8856(86)90052-1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b36,Accuracy Assessment of Remote Sensing-Derived Change Detection,unresolved,,,,"best=crossref:0.59:10.1016/0034-4257(89)90047-3; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b37,A research paradigm for propagating error in layer-based GIS,unresolved,,,,"best=crossref:0.42:10.1201/9781482268263-15; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b39,Generalized linear mixed models for analyzing error in a satellite-based vegetation map of Utah,unresolved,,,,"best=crossref:0.38:10.1201/b10850-11; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b40,Accuracy assessment curves for satellite-based change detection,unresolved,,,,"best=crossref:0.51:10.1061/9780784486986.041; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b42,Global Land Project Science Plan and Implementation Strategy,unresolved,,,,"best=crossref:0.48:10.2471/b09072; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Burnicki_2011_spatio-temporal-errors-land-cover,b43,Sampling method and sample placement: how do they affect the accuracy of remotely sensed maps?,unresolved,,,,"best=crossref:0.53:10.1201/9781420055139-5; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b45,Applying spatial autocorrelation analysis to evaluate error in New England forest-cover-type maps derived from Landsat t,unresolved,,,,"best=crossref:0.51:10.2737/so-gtr-99; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Burnicki_2011_spatio-temporal-errors-land-cover,b47,Spatial Statistics,unresolved,,,,"best=crossref:0.60:10.1016/j.spasta.2022.100641; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b51,"2003a, Statistical sampling to characterize recent United States land-cover change. Remote Sensing of Environment",unresolved,,,,"best=crossref:0.81:10.1016/s0034-4257(03)00129-9; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b54,Sampling,unresolved,,,,"best=crossref:0.22:10.4135/9781452272047.n3; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Burnicki_2011_spatio-temporal-errors-land-cover,b55,Land-Use and Land-Cover Change Science/Research Plan,unresolved,,,,"best=crossref:0.55:10.21275/v4i11.nov151136; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Burnicki_2011_spatio-temporal-errors-land-cover,b56,TIGER ® /Line Files,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Goodchild_2004_general-framework-error-analysis,b0,Measurement-based GIS,unresolved,,,,"best=crossref:1.00:10.1201/b12657-9; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Goodchild_2004_general-framework-error-analysis,b1,Measurement-based GIS,unresolved,,,,"best=crossref:1.00:10.1201/b12657-9; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Goodchild_2004_general-framework-error-analysis,b2,A general framework for error analysis in measurement-based GIS: a summary,unresolved,,,,"best=crossref:0.93:10.1007/s10109-004-0140-5; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Goodchild_2004_general-framework-error-analysis,b3,An Introduction to Error Analysis: The Study of Uncertainties in Physical Measurements,unresolved,,,,"best=crossref:1.00:10.1088/0957-0233/9/6/022; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Shi_1998_generic-statistical-approach-modelling,b0,Error-band as measurers of geometrical accuracy,unresolved,,,,"best=crossref:0.39:10.1016/0921-8890(91)90023-e; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Shi_1998_generic-statistical-approach-modelling,b1,A theory of cartographic error and its measurement in digital data base,unresolved,,,,"best=crossref:0.42:10.1179/caj.1976.13.1.22; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Shi_1998_generic-statistical-approach-modelling,b2,Handling positional uncertainty in spatial databases,unresolved,,,,"best=crossref:0.89:10.1201/9781420059281.sec2; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Shi_1998_generic-statistical-approach-modelling,b3,Observations and L east Squares,unresolved,,,,"best=crossref:0.98:10.17077/etd.8tj1kn7f; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Shi_1998_generic-statistical-approach-modelling,b4,On the length of empirical curves,unresolved,,,,"best=crossref:0.43:10.7717/peerj.14746/fig-6; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Shi_1998_generic-statistical-approach-modelling,b5,Approximation T heorems of Mathematical Statistics,unresolved,,,,"best=crossref:0.49:10.1002/9780470316481.fmatter; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Shi_1998_generic-statistical-approach-modelling,b6,Modelling positional and thematic u ncertainty in integration of GIS and remote sensing,unresolved,,,,"best=crossref:0.69:10.1111/1467-9671.00011; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Shi_1998_generic-statistical-approach-modelling,b7,Positional error of geometric features in GIS,unresolved,,,,"best=crossref:0.56:10.1007/springerreference_61738; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Steenberg_2017_influence-building-renovation-rental,b5,"Landscape, Vegetation Characteristics, and Group Identity in an Urban and Suburban Watershed: Why the 60s Matter",unresolved,,,0.24539877300613497,"doi_title_mismatch (ratio 0.25 < 0.85; registry title 'Environmental justice, sustainability and vulnerability')",0.0
before,Steenberg_2017_influence-building-renovation-rental,b9,Community Groups and Urban Forestry Activity: Drivers of Uneven Canopy Cover? Landscape and Urban Planning,unresolved,,,0.8379888268156425,"doi_title_contained (ratio 0.84 < 0.85; registry title 'Community groups and urban forestry activity: Drivers of uneven canopy'; contained 11 words, 0.72 of the longer)",0.001
before,Steenberg_2017_influence-building-renovation-rental,b12,Canadian Climate Normals 1981-2010 Climate Normals and Averages,unresolved,,,,"best=crossref:0.65:10.1080/00431672.2011.618800; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Steenberg_2017_influence-building-renovation-rental,b22,Correlates of Urban Forest Canopy Cover: Implications for Local Public Works,unresolved,,,0.3231441048034934,doi_title_mismatch (ratio 0.32 < 0.85; registry title 'The Political Ecology of Uneven Urban Green Space'),0.001
before,Steenberg_2017_influence-building-renovation-rental,b24,Models of Direct Editing of Government Spatial Data: Challenges and Constraints to the Acceptance of Contributed Data,unresolved,,,,"doi_not_registered (10.1080/15230406.2016.11765; crossref:404, datacite:404)",0.0
before,Steenberg_2017_influence-building-renovation-rental,b28,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Steenberg_2017_influence-building-renovation-rental,b41,Census Profile (Catalogue No. 98-316-XWE),unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Steenberg_2017_influence-building-renovation-rental,b45,Trees in the Urban Landscape,unresolved,,,,"best=crossref:0.65:10.1016/j.landurbplan.2013.07.009; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Hall_1985_resampling-coverage-pattern,b0,A limit theorem for statistics of spatial data,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Hall_1985_resampling-coverage-pattern,b6,A review of some nonparametric estimators of density functions,unresolved,,,,"best=crossref:0.59:10.33899/iqjoss.2010.30478; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Hall_1985_resampling-coverage-pattern,b8,Asymptotic properties of stereological estimators of volume fraction for stationary random sets,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
before,Hall_1985_resampling-coverage-pattern,b9,The random volume of interpenetrating spheres in space,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.0
before,Hall_1985_resampling-coverage-pattern,b10,Image Analysis and Mathematical Morphology,unresolved,,,,"best=crossref:0.83:10.1201/9781482277234-6; skipped=semanticscholar,arxiv (rate-limited)",0.001
after,Benedek_2015_multilayer-markov-random-field-models,b4,Markovian framework for structural change detection with application on detecting built-in changes in airborne images,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.016
after,Benedek_2015_multilayer-markov-random-field-models,b10,WAFO -a Matlab toolbox for the analysis of random waves and loads,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.011
after,Benedek_2015_multilayer-markov-random-field-models,b17,Change detection based on conditional random field models,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.012
after,Benedek_2015_multilayer-markov-random-field-models,b19,Histograms of oriented gradients for human detection,resolved,10.1109/cvpr.2005.177,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2005,0.012
after,Benedek_2015_multilayer-markov-random-field-models,b21,Mixed Markov models,unresolved,,,,best=crossref:0.48:10.1111/j.1751-5823.2011.00160.x,76.616
after,Benedek_2015_multilayer-markov-random-field-models,b22,The determination of optimal threshold levels for change detection using various accuracy indices,unresolved,,,,best=semanticscholar:1.00:-,0.012
after,Benedek_2015_multilayer-markov-random-field-models,b24,"Stochastic relaxation, gibbs distributions, and the bayesian restoration of images",resolved,10.1109/tpami.1984.4767596,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=1984,0.012
after,Benedek_2015_multilayer-markov-random-field-models,b35,Multicue MRF image segmentation: combining texture and color,resolved,10.1109/icpr.2002.1044836,semanticscholar,0.9291,via=semanticscholar; ratio=0.93; year=2002,0.011
after,Benedek_2015_multilayer-markov-random-field-models,b36,Factorial Markov random fields,resolved,10.1007/3-540-47977-5_21,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2002,0.011
after,Benedek_2015_multilayer-markov-random-field-models,b47,Unsupervised change detection in remotesensing images using modified self-organizing feature map neural network,ambiguous,,crossref,0.9955,2 distinct works accepted at crossref,0.002
after,Benedek_2015_multilayer-markov-random-field-models,b48,Some generalized order-disorder transformation,resolved,10.1017/s0305004100027419,semanticscholar,0.9892,via=semanticscholar; ratio=0.99; year=1952,0.01
after,Benedek_2015_multilayer-markov-random-field-models,b53,A Markov random field approach for sidescan sonar change detection,unresolved,,,,best=crossref:1.00:10.1109/joe.2012.2206677,46.04
after,Benedek_2015_multilayer-markov-random-field-models,b57,A comparative study of energy minimization methods for Markov Random Fields,resolved,10.1007/11744047_2,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2006,0.01
after,Benedek_2015_multilayer-markov-random-field-models,b61,Survey of clustering algorithms,resolved,10.1109/tnn.2005.845141,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2005,0.008
after,Alwan_1988_time-series-modeling-statistical-process,b0,The Analysis of Single and Related Time Series Into Components: Proposals for Improving X-11,unresolved,,,,best=semanticscholar:1.00:-,79.409
after,Alwan_1988_time-series-modeling-statistical-process,b2,"Time Series Analysis, Forecasting and Control",unresolved,,,,best=crossref:1.00:10.1111/j.1467-9892.2009.00643.x; skipped=arxiv (rate-limited),0.008
after,Alwan_1988_time-series-modeling-statistical-process,b3,Some Recent Advances in Forecasting and Control: Part 11,unresolved,,,,best=crossref:0.92:10.5040/9781666990355.ch-7; skipped=arxiv (rate-limited),0.007
after,Alwan_1988_time-series-modeling-statistical-process,b4,"Quality, Productiviry and Competitive Position",unresolved,,,,best=crossref:0.55:10.14706/icesos177; skipped=arxiv (rate-limited),0.006
after,Alwan_1988_time-series-modeling-statistical-process,b6,The Quality Measurement Plan,resolved,10.1002/j.1538-7305.1981.tb00239.x,semanticscholar,0.9333,via=semanticscholar; ratio=0.93; year=1981,0.009
after,Alwan_1988_time-series-modeling-statistical-process,b7,The EWMA,unresolved,,,,best=semanticscholar:0.55:10.1080/14697688.2022.2140699; skipped=arxiv (rate-limited),0.01
after,Alwan_1988_time-series-modeling-statistical-process,b8,Introduction to Statistical Quality Control,unresolved,,,,best=semanticscholar:1.00:10.1198/tech.2007.s465; skipped=arxiv (rate-limited),0.007
after,Alwan_1988_time-series-modeling-statistical-process,b9,Continuous Inspection Schemes,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.0
after,Alwan_1988_time-series-modeling-statistical-process,b10,"Comment on ""The Analysis of Single and Related Time Series Into Components: Proposals for Improving X-11",unresolved,,,,best=semanticscholar:0.94:-; skipped=arxiv (rate-limited),0.012
after,Alwan_1988_time-series-modeling-statistical-process,b11,Economic Control of Quality of Manufactured Product,unresolved,,,,best=crossref:1.00:10.1002/j.1538-7305.1930.tb00373.x; skipped=arxiv (rate-limited),0.008
after,Alwan_1988_time-series-modeling-statistical-process,b13,Modern Methods for Quality Control and Improvement,resolved,10.2307/1269348,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=1986,0.001
after,Bellettini_2002_total-variation-flow,b1,Functions of bounded variation and free discontinuity problems,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.01
after,Bellettini_2002_total-variation-flow,b2,Minimizing total variational flow,unresolved,,,,best=semanticscholar:0.53:10.1007/s13160-018-00340-4; skipped=arxiv (rate-limited),0.012
after,Bellettini_2002_total-variation-flow,b3,The Dirichlet problem for the total variational flow,resolved,10.1006/jfan.2000.3698,semanticscholar,0.9804,via=semanticscholar; ratio=0.98; year=2001,0.008
after,Bellettini_2002_total-variation-flow,b4,Qualitative properties of the total variation flow,unresolved,,,,best=crossref:0.92:10.1080/00036811.2022.2153677; skipped=arxiv (rate-limited),0.008
after,Bellettini_2002_total-variation-flow,b12,An L 1theory of existence and uniqueness of solution of nonlinear elliptic equations,unresolved,,,,best=semanticscholar:0.99:-; skipped=arxiv (rate-limited),0.009
after,Bellettini_2002_total-variation-flow,b13,"Regularizing effects in homogeneous equations, in ''Contributions to Analysis and Geometry",unresolved,,,,best=crossref:0.65:10.21236/ada086561; skipped=arxiv (rate-limited),0.01
after,Bellettini_2002_total-variation-flow,b14,"Completely accretive operators, in ''Semigroups Theory and Evolution Equations",unresolved,,,,best=crossref:0.57:10.1201/9781003419914-4; skipped=arxiv (rate-limited),0.008
after,Bellettini_2002_total-variation-flow,b15,,unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Bellettini_2002_total-variation-flow,b18,,unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Bellettini_2002_total-variation-flow,b19,Nonlinear approximation and the space BV,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.008
after,Bellettini_2002_total-variation-flow,b20,Generation of semigroups of nonlinear transformations on general banach spaces,unresolved,,,,best=crossref:0.82:10.1016/b978-0-12-775850-3.50010-8; skipped=arxiv (rate-limited),0.008
after,Bellettini_2002_total-variation-flow,b21,Denoising via soft-thresholding,unresolved,,,,best=crossref:0.60:10.3390/app10062191; skipped=arxiv (rate-limited),0.007
after,Bellettini_2002_total-variation-flow,b25,Measure Theory and Fine Properties of Functions,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.013
after,Bellettini_2002_total-variation-flow,b27,Notions of Convexity,unresolved,,,,best=crossref:0.40:10.1007/978-0-8176-4585-4_7; skipped=arxiv (rate-limited),0.01
after,Bellettini_2002_total-variation-flow,b28,First order quasilinear equations in several independent variables,unresolved,,,,best=crossref:1.00:10.1070/sm1970v010n02abeh002156; skipped=arxiv (rate-limited),0.009
after,Bellettini_2002_total-variation-flow,b31,Le Role des Oscillations Dans Quelques Probl! e ems D'analyse Non-Lin! e eaire,unresolved,,,,best=crossref:0.33:10.3726/978-3-0352-0326-4/16; skipped=arxiv (rate-limited),0.011
after,Bellettini_2002_total-variation-flow,b33,Exact Solutions to Total Variation Regularization problems,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.009
after,Bellettini_2002_total-variation-flow,b34,A nonlinear primal-dual method for total variation based image restoration,unresolved,,,,best=crossref:1.00:10.1137/s1064827596299767; skipped=arxiv (rate-limited),0.008
after,Bellettini_2002_total-variation-flow,b35,"Fast total variation based image reconstruction, in ''Proceedings of the",unresolved,,,,best=crossref:0.81:10.1109/83.679423; skipped=arxiv (rate-limited),0.009
after,Bellettini_2002_total-variation-flow,b36,Fast wavelet techniques for near optimal image processing,unresolved,,,,best=crossref:1.00:10.1109/milcom.1992.244110; skipped=arxiv (rate-limited),0.009
after,Bellettini_2002_total-variation-flow,b37,Weakly Differentiable Functions,unresolved,,,,best=crossref:0.70:10.1016/s0304-0208(08)71448-8; skipped=arxiv (rate-limited),0.009
after,Abercrombie_2016_improving-consistency,b1,Global consequences of land use,resolved,10.1126/science.1111772,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2005,0.007
after,Abercrombie_2016_improving-consistency,b7,GLOBCOVER: The most detailed portrait of Earth,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.007
after,Abercrombie_2016_improving-consistency,b15,Change detection techniques,resolved,10.1080/0143116031000139863,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2004,0.007
after,Abercrombie_2016_improving-consistency,b16,Bayesian classification in a time-varying environment,resolved,10.1109/tsmc.1978.4309889,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=1978,0.008
after,Abercrombie_2016_improving-consistency,b26,"First operational BRDF, albedo nadir reflectance products from MODIS",resolved,10.1016/s0034-4257(02)00091-3,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2002,0.008
after,Abercrombie_2016_improving-consistency,b27,5: Programs for Machine Learning,unresolved,,,,best=crossref:0.47:10.1023/a:1010924021315; skipped=arxiv (rate-limited),0.01
after,Abercrombie_2016_improving-consistency,b28,A tutorial On hidden Markov models and selected applications in speech recognition,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
after,Abercrombie_2016_improving-consistency,b29,Use of hidden Markov models and phenology for multitemporal satellite image classification: Applications to mountain veg,unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Abercrombie_2016_improving-consistency,b30,Time-series analysis of satellite images for forest cover change monitoring in Tanzania,unresolved,,,,best=crossref:0.52:10.18174/649013; skipped=arxiv (rate-limited),0.007
after,Abercrombie_2016_improving-consistency,b31,Pattern Recognition and Machine Learning,unresolved,,,,best=semanticscholar:1.00:10.1007/978-0-387-45528-0; skipped=arxiv (rate-limited),0.007
after,Abercrombie_2016_improving-consistency,b32,Completion of the 2006 national land cover database for the conterminous united states,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.007
after,Abercrombie_2016_improving-consistency,b33,The IGBP DISCover confidence sites and the system for terrestrial ecosystem parameterization: Tools for validating globa,unresolved,,,,best=crossref:0.35:10.1080/014311697217099; skipped=arxiv (rate-limited),0.008
after,Abercrombie_2016_improving-consistency,b34,Project PRODES: Monitoring the Brazilian amazon forests by satellite,unresolved,,,,no_title_or_author (nothing to search on),0.0
